MSW_Order,MSW_Binomial,ActivityCycle,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLOhr,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km,HomeRange_Indiv_km,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,PopulationDensity_n_km,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Mean_n_km,HuPopDen_Change,ref_count
Diprotodontia,Dactylopsila trivirgata,1,NA,NA,NA,7,NA,NA,1,0.09,0.08,365,1.54,NA,115,4,NA,NA,NA,2,2,2,NA,NA,1.1,NA,NA,583261.22,-0.007690179,-19,-9.5,150.87,130.2,140.54,6.24,0.12,16
Artiodactyla,Dama dama,2,NA,1095,NA,2,319.37,230,1,0.71,0.61,365,1,NA,300,21.99,NA,543.28,10.5,NA,1,1,177.63,NA,1.1,NA,NA,3081759.24,60.52,36.01,48.26,34.67,-10.47,12.09,128.41,0.01,12
Artiodactyla,Damaliscus korrigum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.96,3.29,NA,1094.37,NA,2,NA,NA,NA,NA,NA,NA,NA,3278531.91,15.28,-10.09,2.59,45.33,-0.003893153,22.66,31.15,0.11,3
Artiodactyla,Damaliscus lunatus,2,NA,912.5,NA,1,NA,238,1,NA,NA,NA,0.98,NA,216,2.74,NA,665.3,3.6,2,1,1,NA,NA,NA,NA,NA,1266510.5,-6.24,-26.69,-16.46,32.16,17.54,24.85,11.74,0.18,9
Artiodactyla,Damaliscus pygargus,NA,NA,1003.75,NA,NA,NA,240.54,NA,NA,NA,365,1.41,NA,260.04,24.56,NA,620.76,NA,2,NA,NA,121.66,NA,1.1,NA,NA,370656.19,-24.59,-34.41,-29.5,30.66,19.82,25.24,39.93,0.1,8
Artiodactyla,Damaliscus superstes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasyuromorphia,Dasycercus cristicauda,2,NA,NA,46.62,2,NA,38.99,2,NA,NA,365,6.5,1,84,NA,1,364.12,NA,NA,1,3,105.85,NA,NA,NA,NA,913420.52,-18.34,-31.7,-25.02,139.93,114.47,127.2,0.00901238764282365,0,8
Dasyuromorphia,Dasykaluta rosamondae,2,NA,NA,NA,NA,NA,49.69,1,NA,NA,365,6.64,1,36,NA,NA,324.38,NA,NA,1,NA,113,NA,NA,NA,NA,374318.6,-19.95,-25.21,-22.58,123.93,113.65,118.79,0.12,0,5
Rodentia,Dasymys alleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dasymys cabrali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dasymys foxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20749.75,10.29,8.86,9.58,9.79,8.28,9.03,90.42,0.11,NA
Rodentia,Dasymys incomtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,1718.4,NA,72.41,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Cingulata,Dasypus septemcinctus,NA,NA,NA,NA,3,NA,120,2,NA,NA,NA,5.99,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5434573.16,-0.08,-30.06,-15.07,-39.33,-65.34,-52.33,26.96,0.1,2
Cingulata,Dasypus yepesi,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Dasyuromorphia,Dasyuroides byrnei,2,NA,NA,79.64,2,NA,32.49,1,NA,NA,174.5,5.14,2,84,NA,NA,299.95,NA,NA,1,3,118.11,NA,NA,NA,NA,108698.99,-22.8,-29.36,-26.08,143.04,138.85,140.94,0,NA,11
Dasyuromorphia,Dasyurus albopunctatus,2,NA,NA,NA,5,121.66,19.29,1,NA,NA,NA,6.19,NA,36,NA,NA,NA,NA,6,1,2,97.65,NA,NA,NA,NA,314620.59,-1.05,-10.34,-5.69,149.77,133.8,141.78,9.41,0.14,6
Dasyuromorphia,Dasyurus geoffroii,2,NA,NA,507.09,2,NA,17.66,1,2.73,2.29,365,5.47,1,60,2.3,NA,417.36,NA,NA,1,3,154.12,NA,NA,NA,NA,153816.13,-31.35,-35,-33.17,121.78,114.97,118.37,5.96,0.09,9
Dasyuromorphia,Dasyurus hallucatus,2,NA,NA,297.84,NA,NA,NA,1,0.02,0.02,365,6.39,1,34.8,16.24,NA,374.16,NA,8,1,NA,141.89,NA,NA,NA,NA,578100.34,-10.69,-25.32,-18,152.55,115.42,133.98,2.04,0.04,9
Dasyuromorphia,Dasyurus maculatus,2,NA,NA,588.06,3,NA,21,2,1.36,1.46,365,4.47,1,60,3.49,1,374.39,NA,6,2,2,134.99,NA,NA,0.05,NA,580449.23,-14.16,-43.64,-28.9,153.63,140.92,147.28,22.85,0.02,10
Dasyuromorphia,Dasyurus spartacus,2,NA,NA,NA,5,121.66,19.12,1,NA,NA,NA,6.78,NA,NA,NA,NA,NA,NA,7,1,2,97.65,NA,NA,NA,NA,990.45,-8.65,-9.2,-8.93,141.67,141.46,141.57,1,0,5
Dasyuromorphia,Dasyurus viverrinus,2,79,NA,409.5,4,NA,20.5,2,0.33,0.36,365,4.7,1,81.6,19,NA,372.1,1,6,1,2,156.6,NA,NA,NA,NA,66496.29,-39.58,-43.64,-41.61,148.48,143.83,146.15,5.75,-0.09,11
Primates,Daubentonia madagascariensis,1,NA,1277.5,NA,6,NA,166.48,2,0.06,0.11,760.41,1.01,0.42,291.6,39.79,1,834.72,1,2,2,2,197.7,NA,NA,NA,NA,141979.73,-12.38,-25.2,-18.79,50.48,43.92,47.2,25,0.18,18
Rodentia,Delanymys brooksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,24,872.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50029.97,-0.37,-3.09,-1.73,30.05,27.88,28.96,147.91,0.11,3
Chiroptera,Eptesicus japonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22821.83,36.96,35.17,36.07,139.06,137.38,138.22,695.61,0.02,NA
Rodentia,Dipodillus rupicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dipodillus simoni,NA,NA,152.08,NA,NA,NA,25.54,NA,NA,NA,46.3,4.68,NA,NA,NA,NA,97.02,NA,NA,NA,NA,NA,NA,3.13,NA,NA,654044.16,33.71,28.44,31.07,29.91,9.87,19.89,15.22,0.11,1
Rodentia,Dipodillus somalicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11653.7,10.62,9.2,9.91,45.96,44.96,45.46,15.87,0.06,NA
Rodentia,Dipodillus stigmonyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439932.22,19.7,9.93,14.81,33.97,24.09,29.03,18.45,0.08,NA
Rodentia,Dipodillus zakariai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dipodomys agilis,NA,NA,NA,64.05,NA,NA,NA,NA,0.002396454,0.003056376,NA,2.6,2,NA,687.9,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,59736.35,36.33,32.94,34.64,-115.76,-120.65,-118.21,223.98,0.1,4
Rodentia,Dipodomys californicus,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2.6,2,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,86283.94,42.7,37.81,40.25,-120.36,-123.74,-122.05,59.45,0.04,2
Rodentia,Dipodomys compactus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48975.08,29.41,26.26,27.83,-97.34,-99.22,-98.28,26.72,0.14,2
Rodentia,Dipodomys deserti,1,14,NA,93.99,5,NA,30.5,2,NA,NA,NA,3.36,2.5,NA,160.5,NA,50.88,NA,6,1,1,24.17,NA,NA,NA,NA,308413.93,41.19,28.55,34.87,-111.04,-120.33,-115.68,20.22,0.15,10
Rodentia,Dipodomys elator,1,NA,NA,NA,4,NA,NA,NA,0.00073307000000000005,8.41884e-4,NA,2.91,NA,NA,1284.37,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,12077.2,34.36,33.42,33.89,-98.12,-99.76,-98.94,8.6,0.00312872019316957,4
Rodentia,Dipodomys gravipes,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2231.05,30.97,29.98,30.47,-115.6,-116.25,-115.92,6,0.2,1
Rodentia,Dipodomys heermanni,1,13.5,NA,73.17,4,NA,30.99,2,NA,NA,NA,3.11,2,28.8,1160.33,NA,53.13,1,NA,1,2,25.9,NA,NA,NA,NA,70348.64,38.86,34.44,36.65,-118.66,-122.42,-120.54,102.16,0.09,9
Rodentia,Dipodomys ingens,1,NA,NA,NA,3,NA,NA,2,3.14541e-4,2.92998e-4,NA,4.77,NA,NA,3868.35,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,6724.92,36.92,34.83,35.87,-119.14,-120.91,-120.03,18.08,0.08,7
Rodentia,Dipodomys merriami,1,13.75,97,43.64,1,NA,30.77,NA,0.001745298,0.00210202,54,2.39,1.75,24,373.61,NA,67.11,NA,6,NA,1,20.42,NA,NA,NA,NA,1420055.67,40.38,21.25,30.82,-98.3,-118.97,-108.63,21.44,0.12,28
Rodentia,Dipodomys microps,1,NA,NA,60.15,3,NA,30.99,2,0.03,0.03,NA,2.37,1,NA,1160.36,NA,147.92,NA,5,1,2,21,NA,NA,NA,NA,392813.73,43.92,33.69,38.81,-111.36,-121.05,-116.2,9.8,0.12,9
Rodentia,Dipodomys nelsoni,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1.94,NA,NA,373.61,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,193502.54,29.29,23.57,26.43,-99.9,-105.67,-102.78,12.47,0.1,3
Rodentia,Dipodomys nitratoides,1,12,84,46.11,2,NA,32.89,2,NA,NA,NA,2.14,NA,NA,NA,NA,95.24,1,NA,1,1,22.37,NA,NA,NA,NA,11321.45,36.9,34.89,35.89,-118.65,-120.91,-119.78,42.75,0.05,6
Rodentia,Dipodomys ordii,1,NA,NA,63.97,5,NA,29.69,NA,0.004440926,0.004758869,142.95,2.95,2,117.6,297,NA,86.77,NA,NA,NA,2,NA,NA,NA,NA,NA,3426002.61,50.58,19.31,34.94,-96.78,-121.63,-109.2,14.29,0.07,19
Rodentia,Dipodomys panamintinus,1,17.5,NA,68.28,NA,NA,29.44,2,0.003884943,0.00390315,NA,3.78,NA,NA,NA,NA,NA,1,NA,1,NA,27.89,NA,NA,NA,NA,61106.76,39.93,34.07,37,-114.81,-120.49,-117.65,66.46,0.11,8
Rodentia,Dipodomys phillipsii,1,NA,NA,NA,3,NA,NA,2,NA,NA,NA,2.59,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,177725.95,25.06,17.79,21.42,-96.76,-105.04,-100.9,147.33,0.07,2
Rodentia,Dipodomys simulans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134662.93,34.81,24.34,29.58,-111.45,-119.24,-115.35,126.43,0.11,NA
Rodentia,Dipodomys spectabilis,1,14,NA,NA,4,NA,23.5,2,5.06179e-4,7.17e-4,42,2.67,2,36,397.71,NA,310.33,NA,NA,1,2,23.47,NA,NA,NA,NA,525470.85,36.96,21.84,29.4,-101.29,-113.21,-107.25,13.35,0.13,9
Rodentia,Dipodomys stephensi,NA,14,NA,NA,1,NA,NA,NA,7.90491e-4,9.43018e-4,NA,2.68,2,NA,3379.99,NA,NA,1,NA,NA,1,19.86,NA,NA,NA,NA,8439.21,34.09,33.01,33.55,-116.68,-117.71,-117.2,346.75,0.08,6
Rodentia,Dipodomys venustus,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1.73,1.5,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,16390.36,37.86,35.1,36.48,-120.47,-122.51,-121.49,236.91,0.02,3
Rodentia,Dipus sagitta,NA,NA,NA,NA,7,NA,27.5,NA,NA,NA,NA,3.49,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5074051.06,52.88,32.1,42.49,123.68,44.16,83.92,13.86,0.04,2
Diprotodontia,Distoechurus pennatus,1,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1.31,NA,24,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,234473.26,-0.71,-10.38,-5.55,149.82,133.85,141.84,10.71,0.13,9
Chiroptera,Dobsonia anderseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22628.33,-1.31,-6.13,-3.72,153.33,145.88,149.6,11.87,0.11,1
Chiroptera,Dobsonia beauforti,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,1,NA,NA,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7965.78,0.04,-1.36,-0.66,136.38,129.27,132.83,15.24,0.07,6
Chiroptera,Dobsonia chapmani,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,2,NA,NA,269.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Chiroptera,Dobsonia crenulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25941.38,3.74,-1.74,0.99,128.9,125.35,127.13,45.72,0.04,1
Chiroptera,Dobsonia emersa,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2639.5,-0.62,-1.52,-1.07,136.38,135.1,135.74,25.57,0.06,3
Chiroptera,Dobsonia exoleta,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,174051.74,1.75,-5.7,-1.97,126.07,118.75,122.41,92.77,0.08,4
Chiroptera,Dobsonia inermis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,34503.07,-5,-11.85,-8.42,162.39,154.51,158.45,14.02,0.17,9
Chiroptera,Dobsonia magna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,755.15,NA,NA,NA,NA,165,NA,NA,NA,NA,512543.88,-0.007690014,-17.83,-8.92,152.49,129.71,141.1,6.83,0.14,3
Chiroptera,Dobsonia minor,NA,NA,NA,92.01,1,NA,NA,1,NA,NA,NA,0.99,2,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,340450.08,-0.45,-9.8,-5.12,147.61,119.52,133.56,9.15,0.11,10
Chiroptera,Dobsonia moluccensis,NA,NA,NA,394.2,1,NA,156.43,1,NA,NA,NA,0.99,1,NA,NA,525.25,714.83,NA,NA,2,1,166.2,NA,NA,NA,NA,45157.74,2.22,-3.87,-0.82,130.87,125.99,128.43,25.41,0.04,12
Chiroptera,Dobsonia pannietensis,NA,NA,NA,173.8,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,5451.04,-8.4,-11.65,-10.03,154.28,150.09,152.18,12,0.09,8
Chiroptera,Dobsonia peronii,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,147.5,NA,NA,NA,2,1,NA,NA,NA,NA,NA,84055.51,-7.55,-10.37,-8.96,129.86,114.43,122.14,131.92,0.07,11
Chiroptera,Dobsonia praedatrix,NA,NA,NA,141.8,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,12,NA,NA,NA,2,1,NA,NA,NA,NA,NA,24235.72,-2.35,-5.83,-4.09,153.11,147.74,150.43,10.86,0.16,8
Chiroptera,Dobsonia viridis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,225635.37,2.64,-5.7,-1.53,130.87,118.75,124.81,71.21,0.07,5
Rodentia,Dolichotis patagonum,3,NA,243.33,NA,2,NA,97.97,2,0.69,0.83,99.61,1.75,3.5,168,NA,69,216.03,2,8,1,1,76.28,NA,NA,NA,NA,824849.06,-27.06,-46.29,-36.67,-61.81,-71.46,-66.63,6.05,0.09,9
Rodentia,Dolichotis salinicola,3,NA,NA,725.85,4,NA,77.5,1,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,709321.91,-17.22,-34.17,-25.7,-57.4,-67.59,-62.5,9.4,0.08,5
Carnivora,Dologale dybowskii,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,433013.15,5.99,-0.42,2.78,33.47,23.95,28.71,39.34,0.07,1
Artiodactyla,Dorcatragus megalotis,3,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,168,NA,NA,NA,7,2,1,1,NA,NA,NA,NA,NA,77951.19,11.69,8.73,10.21,51,42.29,46.64,9.78,0.05,6
Diprotodontia,Dorcopsis atrata,2,NA,NA,NA,5,NA,NA,1,NA,NA,NA,1.01,NA,96,NA,NA,517.3,NA,1,1,2,362.93,NA,NA,NA,NA,193.45,-9.26,-9.4,-9.33,150.31,150.13,150.22,12,0.09,6
Diprotodontia,Dorcopsis hageni,3,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1.01,NA,NA,NA,NA,517.3,1,NA,1,2,304.99,NA,NA,NA,NA,137660.44,-2.14,-7.58,-4.86,147.15,137.63,142.39,8.85,0.12,4
Diprotodontia,Dorcopsis luctuosa,2,NA,NA,NA,3,NA,NA,1,NA,NA,191,1.01,NA,96,NA,NA,513.75,1,NA,1,1,300.95,NA,1.52,NA,NA,61047.01,-0.87,-10.37,-5.62,149.79,131.29,140.54,7.01,0.13,8
Diprotodontia,Dorcopsis muelleri,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,91.2,NA,NA,NA,1,NA,1,NA,269.23,NA,NA,NA,NA,63643.38,-0.73,-5.08,-2.9,139.05,129.71,134.38,4.61,0.11,6
Diprotodontia,Dorcopsulus macleayi,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.24,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,4202.6,-6.42,-9.65,-8.04,147.64,144.72,146.18,21.32,0.06,5
Diprotodontia,Dorcopsulus vanheurni,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.18,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,147605.92,-3.26,-10.1,-6.68,149.6,137.6,143.6,11.48,0.13,6
Rodentia,Dremomys everetti,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,34475.51,6.47,2.96,4.71,117.21,114.28,115.75,19.57,0.24,1
Rodentia,Dremomys gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79065.48,24.03,20.27,22.15,106.09,102.91,104.5,173.07,0.1,NA
Rodentia,Dremomys lokriah,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.68,NA,85.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,365201.53,29.35,20.73,25.04,99.12,84.29,91.71,93.75,0.09,3
Rodentia,Dremomys pernyi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,948328.77,30.57,21.9,26.24,122,94.87,108.43,216.9,0.06,1
Rodentia,Dremomys pyrrhomerus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733238.5,31.19,18.16,24.68,118.47,103.65,111.06,219.98,0.07,NA
Rodentia,Dremomys rufigenis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070548.68,26.49,2.52,14.51,108.58,94.92,101.75,86.6,0.09,2
Microbiotheria,Dromiciops gliroides,1,NA,NA,NA,6,NA,NA,2,NA,NA,365,3,NA,38.4,49.99,NA,556.85,NA,4,2,2,NA,NA,1.1,NA,NA,58876.08,-36.77,-42.95,-39.86,-71.34,-73.96,-72.65,49.23,0.05,13
Rodentia,Dryomys laniger,1,16,NA,NA,4,NA,30.2,3,NA,NA,NA,4.18,1,NA,NA,NA,NA,NA,NA,2,2,31.32,NA,NA,NA,NA,612.63,37.53,36.63,37.08,34.52,29.98,32.25,66,0.14,2
Rodentia,Dryomys niethammeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dryomys nitedula,1,16,NA,NA,4,NA,24.5,3,NA,NA,NA,3.24,1,48,NA,NA,NA,NA,NA,2,2,31.32,NA,NA,NA,NA,4841456.73,57.41,27.22,42.31,93.45,9.67,51.56,71.82,0.06,3
Sirenia,Dugong dugon,2,NA,NA,NA,4,NA,372.52,1,47.17,52.43,1733.75,1,NA,840,NA,12.4,3775.76,3.9,NA,NA,2,545.94,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Carnivora,Dusicyon australis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,21083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Chiroptera,Dyacopterus brooksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7,NA,NA,NA,6196.65,-1.87,-2.67,-2.27,102.29,101.49,101.89,43.14,0.21,0
Chiroptera,Dyacopterus spadiceus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,121150.39,18.14,1.88,10.01,125.37,99.84,112.6,74.05,0.14,8
Soricomorpha,Dymecodon pilirostris,2,NA,NA,NA,1,NA,40,2,NA,NA,NA,3,1,NA,4999.99,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,19085.78,40.6,32.62,36.61,141.64,131.09,136.37,366.02,0.00979271843757379,1
Rodentia,Echimys chrysurus,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.94,NA,NA,6.2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,1259228.06,6.89,-6.42,0.23,-45.29,-61.81,-53.55,6.45,0.11,5
Rodentia,Echimys saturnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159720.92,0.63,-3.25,-1.3,-73.52,-78.4,-75.96,9.95,0.15,0
Rodentia,Echimys semivillosus,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,35.43,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,276412.12,11.54,5.88,8.71,-64.34,-74.95,-69.65,78.33,0.11,2
