Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
lactobacillus vaginalis,Bacteria,homo sapiens,Human,79,1,109628403;133926109;239950097;257480640;285160463;285160464;285160466;285160468;285160470;285160472;285160473;285160474;285160475;285160476;285160477;285160478;285160479;285160480;285160482;285160483;285160484;285160485;285160486;285160488;285160489;285160490;285160491;285160492;285160493;285160494;285160496;285160498;285160500;285160502;285160503;285160504;285160505;285160506;285160508;285160509;285160510;285160511;285160512;285160513;285160514;285160515;285160516;285160517;285160519;285160520;285160521;285160522;285160523;285160525;285160526;285160527;285160528;285160529;285160530;285160531;285160532;285160533;285160534;285160535;285160537;285160538;285160539;285160540;285160541;285160542;285160543;285160544;285160545;285160546;285160547;285160548;285160549;319748818;319748831,22063588
lactococcus garvieae,Bacteria,homo sapiens,Human,116,2,329739248;329739249;329739250;329739251;329739252;329739253;329739254;329739255;329739256;329739257;329739258;329739259;329739260;329739261;329739262;329739263;329739264;329739265;329739266;329739267;329739268;329739269;329739270;329739271;329739272;329739273;329739274;329739275;329739276;329739277;329739278;329739279;329739280;329739281;329739282;329739283;329739284;329739285;329739286;329739287;329739288;329739289;329739290;329739291;329739292;329739293;329739294;329739295;329739296;329739297;329739298;329739299;329739300;329739301;329739302;329739303;329739304;329739305;329739306;329739307;329739308;329739309;329739310;329739311;329739312;329739313;329739314;329739315;329739316;329739317;329739318;329739319;329739320;329739321;329739322;329739323;329739324;329739325;329739326;329739327;329739328;329739329;329739330;329739331;329739332;329739333;329739334;329739335;329739336;329739337;329739338;329739339;339790890;339790892;339790894;339790896;339790898;339790900;339790902;339790904,21327200;21546587
lactococcus lactis,Bacteria,anas platyrhynchos,Domestic,1,0,169260910,NA
lactococcus lactis,Bacteria,cyprinus carpio,Fish,2,0,308210747;308210748,NA
lactococcus lactis,Bacteria,homo sapiens,Human,165,81,82617065;82617072;82617086;285198324;285198326;285198330;285198332;285198333;285198334;285198335;285198343;285198344;285198359;285198361;285198379;285198381;285198387;285198389;285198393;285198399;285198401;285198405;285198407;285198409;285198413;285198415;285198416;285198418;285198421;285198422;285198425;285198426;285198427;285198429;285198430;285198434;285198438;285198440;285198442;285198444;285198448;285198450;285198452;285198453;285198454;285198455;285198456;285198457;285198458;285198459;285198460;285198461;285198462;285198463;285198464;285198465;285198469;285198471;285198473;285198475;285198476;285198477;285198478;285198479;285198481;285198482;285198483;285198484;285198486;285198490;285198492;285198498;285198500;285198504;285198506;285198508;285198510;285198512;285198514;285198516;285198518;285198520;285198522;285198527;285198529;285198533;285198537;285198543;285198545;285198547;285198553;285198555;285198557;285198559;285198561;285198563;285198564;285198566;285198570;285198572,1539976;3937071;7921350;8111532;10068946;10581356;10775458;10848668;11428916;11735367;11823236;11932444;12057961;12120998;12140321;12206883;12228307;12452951;12459344;12793859;12842882;12847134;14617660;14660354;15026423;15047179;15096553;15184172;15294850;15749056;15823960;15854906;15870374;3778924;15878681;15972538;16040836;16145549;16301635;16387379;16391049;16527981;16687109;16696672;16716759;16764959;16919915;17139509;17184157;17199520;17284603;17336016;17966432;17976847;18061142;18092480;18294843;18656357;18662403;18790708;19183486;19416357;19482952;19545652;19593434;19624867;19661180;19723065;20163065;20226556;20233401;20412906;20421633;20423456;20431909;21145411;21323981;21335393;21666273;21829158;22222496
lactococcus raffinolactis,Bacteria,cyprinus carpio,Fish,4,0,308210741;308210742;308210744;308210745,NA
lagochilascaris minor,Helminth,homo sapiens,Human,0,22,NA,24692048;23152314;18456261;10881125;10445999;10436660;9698865;9071620;8980600;8115799;8284605;1342129;1343667;1342084;1844975;2135484;3706624;3797950;6684323;725430;5679032;13305481
lagos bat virus,Virus,canis lupus,Mammal,1,0,145581385,NA
lagos bat virus,Virus,eidolon helvum,Mammal,6,0,166343744;167507498;167507506;167507524;167507536;311739188,NA
laguna negra virus,Virus,homo sapiens,Human,21,0,390132036;390132038;390132040;390132042;390132044;390132046;390132048;390132050;390132052;390132054;390132056;390132058;390132060;390132062;390132064;390132066;436805291;436805295;436805299;436805305;436805311,NA
lake victoria marburgvirus,Virus,homo sapiens,Human,56,3,91177679;91177687;91177695;91177703;91177711;91177719;91177727;91177735;91177743;91177751;91177759;91177767;187480760;254688035;254688067;261825119;261825121;261825123;261825125;261825127;261825129;261825131;261825133;261825135;261825137;261825139;261825141;261825143;261825145;261825147;261825149;261825151;261825153;261825155;261825157;261825159;261825161;261825163;261825165;261825167;261825169;261825171;409193814;409193830;409193846;409193862;409193878;409193894;409193910;409193926;409193942;409193958;409193974;409193990;409194006;409194080,10717539;10950971;21325424
laribacter hongkongensis,Bacteria,homo sapiens,Human,3,4,319431786;319431787;329668808,17714383;17825422;18227089;19033083
lasiodiplodia theobromae,Fungi,homo sapiens,Human,37,0,343797775;387772583;422036108;422036111;422036112;422036117;422036120;422036122;422036140;422036153;422036154;422036171;422036172;422036178;422036183;422036184;422036185;422036188;422036189;422036209;422036213;422036215;422036217;422036225;422036229;422036242;422036243;422036261;422036268;422036284;422036285;422036286;422036287;422036290;422036298;422036305;545686281,NA
lassa virus,Virus,homo sapiens,Human,80,33,66351425;66351429;66351431;66351433;225922019;297380958;297380960;297380962;297380964;297380966;297380968;297380970;297380972;297380974;297380976;297380978;297380980;297380982;297380984;297380986;297380988;297380990;297380992;297380994;297380996;297380998;297381000;297381002;297381004;297381006;297381008;316308835;316308837;316308839;316308841;316308843;316308845;316308847;316308849;316308851;316308853;316308855;316308857;316308859;316308862;316308865;316308868;316308871;316308874;316308877;316308880;316308883;316308886;316308889;316308892;316308895;316308897;316308899;316308901;316308903;316308905;316308907;316308909;316308911;316308913;316927593;316927595;316927597;316927599;316927601;316927603;316927605;316927607;316927609;316927611;316927613;316927615;316927617;316927619;316927621,165448;182395;2389569;4987548;6254232;6490832;6715898;6749685;7031084;7034562;7081389;7164137;10666248;11200643;11590670;11599793;12467165;12626527;14527557;14978087;14990737;15971954;16973377;17409137;17943131;19278272;20544962;21062490;21068251;21356244;21568902;21808013;22122440
lautropia mirabilis,Bacteria,homo sapiens,Human,190,0,285159354;285159355;285159356;285159357;285159358;285159360;285159362;285159364;285159365;285159366;285159367;285159368;285159369;285159370;285159371;285159372;285159373;285159374;285159375;285159376;285159377;285159378;285159380;285159381;285159382;285159384;285159386;285159388;285159390;285159392;285159393;285159394;285159395;285159396;285159397;285159398;285159400;285159401;285159402;285159403;285159404;285159406;285159407;285159408;285159409;285159410;285159411;285159412;285159414;285159416;285159418;285159419;285159420;285159421;285159422;285159423;285159424;285159426;285159428;285159429;285159430;285159431;285159432;285159433;285159434;285159435;285159436;285159437;285159438;285159440;285159441;285159442;285159444;285159446;285159447;285159448;285159449;285159450;285159451;285159452;285159454;285159456;285159457;285159458;285159459;285159460;285159462;285159464;285159465;285159466;285159467;285159468;285159469;285159470;285159472;285159473;285159474;285159475;285159476;285159477,NA
lebombo virus,Virus,homo sapiens,Human,10,0,421991477;421991479;421991481;421991483;421991485;421991487;421991489;421991491;421991493;421991496,NA
lechiguanas virus,Virus,homo sapiens,Human,1,0,192762078,NA
leclercia adecarboxylata,Bacteria,homo sapiens,Human,2,2,394987250;394987254,17880606;19916054
lecythophora hoffmannii,Fungi,canis lupus,Mammal,2,0,347360550;347360551,NA
lecythophora hoffmannii,Fungi,homo sapiens,Human,5,1,56566859;56566860;347360547;347360548;347360549,9350765
lecythophora lignicola,Fungi,homo sapiens,Human,1,0,347360552,NA
lecythophora mutabilis,Fungi,homo sapiens,Human,2,0,347360553;347360554,NA
legionella anisa,Bacteria,homo sapiens,Human,0,16,NA,23761141;22070605;20727568;19458178;17564984;16390948;14984304;12890321;12473468;11136802;11136765;2117580;2341733;2405005;2778073;3894018
legionella longbeachae,Bacteria,homo sapiens,Human,28,8,269987081;269987085;269987088;269987091;269987094;269987101;269987111;269987127;269987142;269987155;269987179;269987228;269988596;269990914;270156571;270158889;270160257;270160306;270160330;270160343;270160358;270160374;270160384;270160391;270160394;270160397;270160400;270160404,1968736;7235414;11001749;11863267;12634332;17309675;19438641;21922841
legionella pneumophila,Bacteria,homo sapiens,Human,1,227,22208365,1379319;1464734;1512568;1517467;1547702;1563786;1582687;1625383;1647138;1696687;1748620;2138651;2164510;2177516;2266581;2507680;2516622;2555036;2836529;2920101;3049937;3252753;3328895;3372016;3539865;3882879;3896188;3943891;3947031;3980045;3998095;6158812;6166529;6261396;6275975;6339543;6341276;6355195;6378003;6742844;6749760;6822749;7005268;7012392;7021483;7050163;7186901;7235414;7556662;7791279;7865349;8039895;8049098;8168950;8270010;8335371;8366052;8507462;8550225;8641790;8805654;8996742;9143134;9234637;9255891;9350744;9421315;9488830;9502483;9529112;9596766;9650941;9656677;9687528;9712761;10048038;10496097;10640764;10648865;10659360;10678909;10698751;10708519;10768959;10836344;9386330;11001749;11035757;9254652;9021917;11309113;11407064;11688836;11700362;8364804;11741845;8089949;11854262;11918819;12076798
leishmania aethiopica,Protozoa,homo sapiens,Human,11,5,308517294;308517297;308517298;308517299;308517300;308517301;308517302;308517303;308517304;308517305;308517306,1359751;7570878;10699253;18771334;7572430
leishmania amazonensis,Protozoa,homo sapiens,Human,0,39,NA,1314223;1824776;1940356;3543131;3605505;3627165;3728794;7324128;7573370;7731732;9379046;9476797;9821459;10446007;11585054;12048561;12574243;12963150;15725531;16027022;16304157;16412059;16527502;16842979;17584940;17889949;17890507;18070200;18164705;18483206;19635870;19960415;20085901;20540940;21200432;21340351;21641971;22000949;22010216
leishmania braziliensis,Protozoa,homo sapiens,Human,23,94,62718893;66351013;66351015;66351017;66351019;66351021;66351023;66351025;66351027;66351029;66351031;66351033;310687622;310687623;310687624;310687625;310687626;310687627;310687628;342239645;342239647;407972032;407972034,1363175;1539756;1548032;1596960;1696285;1792187;1822654;1841212;1906917;1919926;2097934;2116736;2133585;2267967;2513788;2626643;2845824;3517764;3627165;3910994;6506163;7324128;7558326;7573370;7573708;7778160;7799145;8036658;8081281;8296358;8533665;8736095;8842113;9085919;9145744;9163981;9332597;9347954;9364561;9488345;9574789;9632572;9687395;9830259;9920322;10515843;10647040;10719384;11191900;12055834;12574243;12615757;14584365;15086400;15345228;15687013;15722076;15752175;15827280;16021307;16027022;16048642;16412059;16619185;16861664;17293996;18209942;18602127;18983809;19009182;19407110;19453817;19646206;19923470;20085901;20633260;21086718;21200432;21292895;21539897;21226726;21225201;18637136;18424735;17641726;14486555;9264733;3909556;3177739;2339754;2170165;2004486;1596316;1267511
leishmania chagasi,Protozoa,canis lupus,Mammal,84,66,4761805;394857800;394857802;394857804;394857806;394857808;394857810;394857814;394857816;394857818;394857820;394857822;394857824;394857826;394857828;394857832;394857834;394857836;394857838;394857840;394857844;394857846;394857848;394857850;394857852;394857854;394857856;394857858;394857860;394857862;394857864;394857866;394857868;394857870;394857874;394857876;394857878;394857880;394857882;394857884;394857886;394857888;394857890;394857892;394857894;394857896;394857900;394857902;394857904;394857906;394857910;394857912;394857914;394857916;394857918;394857920;394857922;394857924;394857926;394857928;394857930;394857932;394857934;394857936;394857938;394857940;394857942;394857944;394857946;394857948;394857952;394857954;394857956;394857958;394857960;394857964;394857966;394857968;394857970;394857972;394857974;394857976;394857978;394857980,6710816;6710817;8702020;9071026;9402389;9588243;10564916;11105098;11240094;11460220;11751002;11791994;11925984;12002643;12164285;12402201;12531292;12695035;12754572;14610666;15301974;15860091;15908413;15986254;16117962;16257024;16310897;16838205;16847504;16979825;16996214;17045743;17072466;17521814;17537246;17581681;17604064;17723246;17950391;18006233;18242866;18502392;19046812;19054575;19110023;19269098;19345019;19461875;19467216;19647368;19854175;20053601;20059848;20132994;20188477;20401439;20439961;20503176;20563507;20691682;21163578;21332759;21511398;21860996;22160561;22012455
leishmania chagasi,Protozoa,homo sapiens,Human,7,38,394857812;394857842;394857872;394857898;394857908;394857950;394857962,3543131;3627165;6710816;7513304;7561180;8353466;8648233;8702020;8745925;9163981;9402389;11751002;12000761;12164285;12594289;12754572;14723357;15829132;15833054;15860091;15908413;16310897;16419749;16968407;17045743;17221131;17713557;17950391;17955446;18686237;19647368;20053601;20439961;20600775;21184705;21194632;21742847;21723411
